"licenseId","name","reference","active"
"GPL-1.0-only","GNU General Public License v1.0 only","https://spdx.org/licenses/GPL-1.0-only.html","true"
"GPL-1.0-or-later","GNU General Public License v1.0 or later","https://spdx.org/licenses/GPL-1.0-or-later.html","true"
"GPL-2.0","GNU General Public License v2.0 only","https://spdx.org/licenses/GPL-2.0.html","false"
"GPL-2.0+","GNU General Public License v2.0 or later","https://spdx.org/licenses/GPL-2.0+.html","false"
"GPL-2.0-only","GNU General Public License v2.0 only","https://spdx.org/licenses/GPL-2.0-only.html","true"
"GPL-2.0-or-later","GNU General Public License v2.0 or later","https://spdx.org/licenses/GPL-2.0-or-later.html","true"
"GPL-2.0-with-autoconf-exception","GNU General Public License v2.0 w/Autoconf exception","https://spdx.org/licenses/GPL-2.0-with-autoconf-exception.html","false"
"GPL-2.0-with-bison-exception","GNU General Public License v2.0 w/Bison exception","https://spdx.org/licenses/GPL-2.0-with-bison-exception.html","false"
"GPL-2.0-with-classpath-exception","GNU General Public License v2.0 w/Classpath exception","https://spdx.org/licenses/GPL-2.0-with-classpath-exception.html","false"
"GPL-2.0-with-font-exception","GNU General Public License v2.0 w/Font exception","https://spdx.org/licenses/GPL-2.0-with-font-exception.html","false"
"GPL-2.0-with-GCC-exception","GNU General Public License v2.0 w/GCC Runtime Library exception","https://spdx.org/licenses/GPL-2.0-with-GCC-exception.html","false"
"GPL-3.0","GNU General Public License v3.0 only","https://spdx.org/licenses/GPL-3.0.html","false"
"GPL-3.0+","GNU General Public License v3.0 or later","https://spdx.org/licenses/GPL-3.0+.html","false"
"GPL-3.0-only","GNU General Public License v3.0 only","https://spdx.org/licenses/GPL-3.0-only.html","true"
"GPL-3.0-or-later","GNU General Public License v3.0 or later","https://spdx.org/licenses/GPL-3.0-or-later.html","true"
"GPL-3.0-with-autoconf-exception","GNU General Public License v3.0 w/Autoconf exception","https://spdx.org/licenses/GPL-3.0-with-autoconf-exception.html","false"
"GPL-3.0-with-GCC-exception","GNU General Public License v3.0 w/GCC Runtime Library exception","https://spdx.org/licenses/GPL-3.0-with-GCC-exception.html","false"
"Graphics-Gems","Graphics Gems License","https://spdx.org/licenses/Graphics-Gems.html","true"
"gSOAP-1.3b","gSOAP Public License v1.3b","https://spdx.org/licenses/gSOAP-1.3b.html","true"
"HaskellReport","Haskell Language Report License","https://spdx.org/licenses/HaskellReport.html","true"
"Hippocratic-2.1","Hippocratic License 2.1","https://spdx.org/licenses/Hippocratic-2.1.html","true"
"HP-1986","Hewlett-Packard 1986 License","https://spdx.org/licenses/HP-1986.html","true"
"HP-1989","Hewlett-Packard 1989 License","https://spdx.org/licenses/HP-1989.html","true"
"HPND","Historical Permission Notice and Disclaimer","https://spdx.org/licenses/HPND.html","true"
"HPND-export-US","HPND with US Government export control warning","https://spdx.org/licenses/HPND-export-US.html","true"
"HPND-Markus-Kuhn","Historical Permission Notice and Disclaimer - Markus Kuhn variant","https://spdx.org/licenses/HPND-Markus-Kuhn.html","true"
"HPND-sell-variant","Historical Permission Notice and Disclaimer - sell variant","https://spdx.org/licenses/HPND-sell-variant.html","true"
"HPND-sell-variant-MIT-disclaimer","HPND sell variant with MIT disclaimer","https://spdx.org/licenses/HPND-sell-variant-MIT-disclaimer.html","true"
"HTMLTIDY","HTML Tidy License","https://spdx.org/licenses/HTMLTIDY.html","true"
"IBM-pibs","IBM PowerPC Initialization and Boot Software","https://spdx.org/licenses/IBM-pibs.html","true"
"ICU","ICU License","https://spdx.org/licenses/ICU.html","true"
"IEC-Code-Components-EULA","IEC    Code Components End-user licence agreement","https://spdx.org/licenses/IEC-Code-Components-EULA.html","true"
"IJG","Independent JPEG Group License","https://spdx.org/licenses/IJG.html","true"
"IJG-short","Independent JPEG Group License - short","https://spdx.org/licenses/IJG-short.html","true"
"ImageMagick","ImageMagick License","https://spdx.org/licenses/ImageMagick.html","true"
"iMatix","iMatix Standard Function Library Agreement","https://spdx.org/licenses/iMatix.html","true"
"Imlib2","Imlib2 License","https://spdx.org/licenses/Imlib2.html","true"
"Info-ZIP","Info-ZIP License","https://spdx.org/licenses/Info-ZIP.html","true"
"Inner-Net-2.0","Inner Net License v2.0","https://spdx.org/licenses/Inner-Net-2.0.html","true"
"Intel","Intel Open Source License","https://spdx.org/licenses/Intel.html","true"
"Intel-ACPI","Intel ACPI Software License Agreement","https://spdx.org/licenses/Intel-ACPI.html","true"
"Interbase-1.0","Interbase Public License v1.0","https://spdx.org/licenses/Interbase-1.0.html","true"
"IPA","IPA Font License","https://spdx.org/licenses/IPA.html","true"
"IPL-1.0","IBM Public License v1.0","https://spdx.org/licenses/IPL-1.0.html","true"
"ISC","ISC License","https://spdx.org/licenses/ISC.html","true"
"Jam","Jam License","https://spdx.org/licenses/Jam.html","true"
"JasPer-2.0","JasPer License","https://spdx.org/licenses/JasPer-2.0.html","true"
"JPL-image","JPL Image Use Policy","https://spdx.org/licenses/JPL-image.html","true"
"JPNIC","Japan Network Information Center License","https://spdx.org/licenses/JPNIC.html","true"
"JSON","JSON License","https://spdx.org/licenses/JSON.html","true"
"Kazlib","Kazlib License","https://spdx.org/licenses/Kazlib.html","true"
"Knuth-CTAN","Knuth CTAN License","https://spdx.org/licenses/Knuth-CTAN.html","true"
"LAL-1.2","Licence Art Libre 1.2","https://spdx.org/licenses/LAL-1.2.html","true"
"LAL-1.3","Licence Art Libre 1.3","https://spdx.org/licenses/LAL-1.3.html","true"
"Latex2e","Latex2e License","https://spdx.org/licenses/Latex2e.html","true"
"Latex2e-translated-notice","Latex2e with translated notice permission","https://spdx.org/licenses/Latex2e-translated-notice.html","true"
"Leptonica","Leptonica License","https://spdx.org/licenses/Leptonica.html","true"
"LGPL-2.0","GNU Library General Public License v2 only","https://spdx.org/licenses/LGPL-2.0.html","false"
"LGPL-2.0+","GNU Library General Public License v2 or later","https://spdx.org/licenses/LGPL-2.0+.html","false"
"LGPL-2.0-only","GNU Library General Public License v2 only","https://spdx.org/licenses/LGPL-2.0-only.html","true"
"LGPL-2.0-or-later","GNU Library General Public License v2 or later","https://spdx.org/licenses/LGPL-2.0-or-later.html","true"
"LGPL-2.1","GNU Lesser General Public License v2.1 only","https://spdx.org/licenses/LGPL-2.1.html","false"
"LGPL-2.1+","GNU Lesser General Public License v2.1 or later","https://spdx.org/licenses/LGPL-2.1+.html","false"
"LGPL-2.1-only","GNU Lesser General Public License v2.1 only","https://spdx.org/licenses/LGPL-2.1-only.html","true"
"LGPL-2.1-or-later","GNU Lesser General Public License v2.1 or later","https://spdx.org/licenses/LGPL-2.1-or-later.html","true"
"LGPL-3.0","GNU Lesser General Public License v3.0 only","https://spdx.org/licenses/LGPL-3.0.html","false"
"LGPL-3.0+","GNU Lesser General Public License v3.0 or later","https://spdx.org/licenses/LGPL-3.0+.html","false"
"LGPL-3.0-only","GNU Lesser General Public License v3.0 only","https://spdx.org/licenses/LGPL-3.0-only.html","true"
"LGPL-3.0-or-later","GNU Lesser General Public License v3.0 or later","https://spdx.org/licenses/LGPL-3.0-or-later.html","true"
"LGPLLR","Lesser General Public License For Linguistic Resources","https://spdx.org/licenses/LGPLLR.html","true"
"Libpng","libpng License","https://spdx.org/licenses/Libpng.html","true"
"libpng-2.0","PNG Reference Library version 2","https://spdx.org/licenses/libpng-2.0.html","true"
"libselinux-1.0","libselinux public domain notice","https://spdx.org/licenses/libselinux-1.0.html","true"
"libtiff","libtiff License","https://spdx.org/licenses/libtiff.html","true"
"libutil-David-Nugent","libutil David Nugent License","https://spdx.org/licenses/libutil-David-Nugent.html","true"
"LiLiQ-P-1.1","Licence Libre du Québec – Permissive version 1.1","https://spdx.org/licenses/LiLiQ-P-1.1.html","true"
"LiLiQ-R-1.1","Licence Libre du Québec – Réciprocité version 1.1","https://spdx.org/licenses/LiLiQ-R-1.1.html","true"
"LiLiQ-Rplus-1.1","Licence Libre du Québec – Réciprocité forte version 1.1","https://spdx.org/licenses/LiLiQ-Rplus-1.1.html","true"
"Linux-man-pages-1-para","Linux man-pages - 1 paragraph","https://spdx.org/licenses/Linux-man-pages-1-para.html","true"
"Linux-man-pages-copyleft","Linux man-pages Copyleft","https://spdx.org/licenses/Linux-man-pages-copyleft.html","true"
"Linux-man-pages-copyleft-2-para","Linux man-pages Copyleft - 2 paragraphs","https://spdx.org/licenses/Linux-man-pages-copyleft-2-para.html","true"
"Linux-man-pages-copyleft-var","Linux man-pages Copyleft Variant","https://spdx.org/licenses/Linux-man-pages-copyleft-var.html","true"
"Linux-OpenIB","Linux Kernel Variant of OpenIB.org license","https://spdx.org/licenses/Linux-OpenIB.html","true"
"LOOP","Common Lisp LOOP License","https://spdx.org/licenses/LOOP.html","true"
"LPL-1.0","Lucent Public License Version 1.0","https://spdx.org/licenses/LPL-1.0.html","true"
"LPL-1.02","Lucent Public License v1.02","https://spdx.org/licenses/LPL-1.02.html","true"
"LPPL-1.0","LaTeX Project Public License v1.0","https://spdx.org/licenses/LPPL-1.0.html","true"
"LPPL-1.1","LaTeX Project Public License v1.1","https://spdx.org/licenses/LPPL-1.1.html","true"
"LPPL-1.2","LaTeX Project Public License v1.2","https://spdx.org/licenses/LPPL-1.2.html","true"
"LPPL-1.3a","LaTeX Project Public License v1.3a","https://spdx.org/licenses/LPPL-1.3a.html","true"
"LPPL-1.3c","LaTeX Project Public License v1.3c","https://spdx.org/licenses/LPPL-1.3c.html","true"
"LZMA-SDK-9.11-to-9.20","LZMA SDK License (versions 9.11 to 9.20)","https://spdx.org/licenses/LZMA-SDK-9.11-to-9.20.html","true"
"LZMA-SDK-9.22","LZMA SDK License (versions 9.22 and beyond)","https://spdx.org/licenses/LZMA-SDK-9.22.html","true"
"MakeIndex","MakeIndex License","https://spdx.org/licenses/MakeIndex.html","true"
"Martin-Birgmeier","Martin Birgmeier License","https://spdx.org/licenses/Martin-Birgmeier.html","true"
"metamail","metamail License","https://spdx.org/licenses/metamail.html","true"
"Minpack","Minpack License","https://spdx.org/licenses/Minpack.html","true"
"MirOS","The MirOS Licence","https://spdx.org/licenses/MirOS.html","true"
"MIT","MIT License","https://spdx.org/licenses/MIT.html","true"
"MIT-0","MIT No Attribution","https://spdx.org/licenses/MIT-0.html","true"
"MIT-advertising","Enlightenment License (e16)","https://spdx.org/licenses/MIT-advertising.html","true"
"MIT-CMU","CMU License","https://spdx.org/licenses/MIT-CMU.html","true"
"MIT-enna","enna License","https://spdx.org/licenses/MIT-enna.html","true"
"MIT-feh","feh License","https://spdx.org/licenses/MIT-feh.html","true"
"MIT-Festival","MIT Festival Variant","https://spdx.org/licenses/MIT-Festival.html","true"
"MIT-Modern-Variant","MIT License Modern Variant","https://spdx.org/licenses/MIT-Modern-Variant.html","true"
"MIT-open-group","MIT Open Group variant","https://spdx.org/licenses/MIT-open-group.html","true"
"MIT-testregex","MIT testregex Variant","https://spdx.org/licenses/MIT-testregex.html","true"
"MIT-Wu","MIT Tom Wu Variant","https://spdx.org/licenses/MIT-Wu.html","true"
"MITNFA","MIT +no-false-attribs license","https://spdx.org/licenses/MITNFA.html","true"
"MMIXware","MMIXware License","https://spdx.org/licenses/MMIXware.html","true"
"Motosoto","Motosoto License","https://spdx.org/licenses/Motosoto.html","true"
"mpi-permissive","mpi Permissive License","https://spdx.org/licenses/mpi-permissive.html","true"
"mpich2","mpich2 License","https://spdx.org/licenses/mpich2.html","true"
"MPL-1.0","Mozilla Public License 1.0","https://spdx.org/licenses/MPL-1.0.html","true"
"MPL-1.1","Mozilla Public License 1.1","https://spdx.org/licenses/MPL-1.1.html","true"
"MPL-2.0","Mozilla Public License 2.0","https://spdx.org/licenses/MPL-2.0.html","true"
"MPL-2.0-no-copyleft-exception","Mozilla Public License 2.0 (no copyleft exception)","https://spdx.org/licenses/MPL-2.0-no-copyleft-exception.html","true"
"mplus","mplus Font License","https://spdx.org/licenses/mplus.html","true"
"MS-LPL","Microsoft Limited Public License","https://spdx.org/licenses/MS-LPL.html","true"
"MS-PL","Microsoft Public License","https://spdx.org/licenses/MS-PL.html","true"
"MS-RL","Microsoft Reciprocal License","https://spdx.org/licenses/MS-RL.html","true"
"MTLL","Matrix Template Library License","https://spdx.org/licenses/MTLL.html","true"
"MulanPSL-1.0","Mulan Permissive Software License, Version 1","https://spdx.org/licenses/MulanPSL-1.0.html","true"
"MulanPSL-2.0","Mulan Permissive Software License, Version 2","https://spdx.org/licenses/MulanPSL-2.0.html","true"
"Multics","Multics License","https://spdx.org/licenses/Multics.html","true"
"Mup","Mup License","https://spdx.org/licenses/Mup.html","true"
"NAIST-2003","Nara Institute of Science and Technology License (2003)","https://spdx.org/licenses/NAIST-2003.html","true"
"NASA-1.3","NASA Open Source Agreement 1.3","https://spdx.org/licenses/NASA-1.3.html","true"
"Naumen","Naumen Public License","https://spdx.org/licenses/Naumen.html","true"
"NBPL-1.0","Net Boolean Public License v1","https://spdx.org/licenses/NBPL-1.0.html","true"
"NCGL-UK-2.0","Non-Commercial Government Licence","https://spdx.org/licenses/NCGL-UK-2.0.html","true"
"NCSA","University of Illinois/NCSA Open Source License","https://spdx.org/licenses/NCSA.html","true"
"Net-SNMP","Net-SNMP License","https://spdx.org/licenses/Net-SNMP.html","true"
"NetCDF","NetCDF license","https://spdx.org/licenses/NetCDF.html","true"
"Newsletr","Newsletr License","https://spdx.org/licenses/Newsletr.html","true"
"NGPL","Nethack General Public License","https://spdx.org/licenses/NGPL.html","true"
"NICTA-1.0","NICTA Public Software License, Version 1.0","https://spdx.org/licenses/NICTA-1.0.html","true"
"NIST-PD","NIST Public Domain Notice","https://spdx.org/licenses/NIST-PD.html","true"
"NIST-PD-fallback","NIST Public Domain Notice with license fallback","https://spdx.org/licenses/NIST-PD-fallback.html","true"
"NIST-Software","NIST Software License","https://spdx.org/licenses/NIST-Software.html","true"
"NLOD-1.0","Norwegian Licence for Open Government Data (NLOD) 1.0","https://spdx.org/licenses/NLOD-1.0.html","true"
"NLOD-2.0","Norwegian Licence for Open Government Data (NLOD) 2.0","https://spdx.org/licenses/NLOD-2.0.html","true"
"NLPL","No Limit Public License","https://spdx.org/licenses/NLPL.html","true"
"Nokia","Nokia Open Source License","https://spdx.org/licenses/Nokia.html","true"
"NOSL","Netizen Open Source License","https://spdx.org/licenses/NOSL.html","true"
"Noweb","Noweb License","https://spdx.org/licenses/Noweb.html","true"
"NPL-1.0","Netscape Public License v1.0","https://spdx.org/licenses/NPL-1.0.html","true"
"NPL-1.1","Netscape Public License v1.1","https://spdx.org/licenses/NPL-1.1.html","true"
"NPOSL-3.0","Non-Profit Open Software License 3.0","https://spdx.org/licenses/NPOSL-3.0.html","true"
"NRL","NRL License","https://spdx.org/licenses/NRL.html","true"
"NTP","NTP License","https://spdx.org/licenses/NTP.html","true"
"NTP-0","NTP No Attribution","https://spdx.org/licenses/NTP-0.html","true"
"Nunit","Nunit License","https://spdx.org/licenses/Nunit.html","false"
"O-UDA-1.0","Open Use of Data Agreement v1.0","https://spdx.org/licenses/O-UDA-1.0.html","true"
"OCCT-PL","Open CASCADE Technology Public License","https://spdx.org/licenses/OCCT-PL.html","true"
"OCLC-2.0","OCLC Research Public License 2.0","https://spdx.org/licenses/OCLC-2.0.html","true"
"ODbL-1.0","Open Data Commons Open Database License v1.0","https://spdx.org/licenses/ODbL-1.0.html","true"
"ODC-By-1.0","Open Data Commons Attribution License v1.0","https://spdx.org/licenses/ODC-By-1.0.html","true"
"OFFIS","OFFIS License","https://spdx.org/licenses/OFFIS.html","true"
"OFL-1.0","SIL Open Font License 1.0","https://spdx.org/licenses/OFL-1.0.html","true"
"OFL-1.0-no-RFN","SIL Open Font License 1.0 with no Reserved Font Name","https://spdx.org/licenses/OFL-1.0-no-RFN.html","true"
"OFL-1.0-RFN","SIL Open Font License 1.0 with Reserved Font Name","https://spdx.org/licenses/OFL-1.0-RFN.html","true"
"OFL-1.1","SIL Open Font License 1.1","https://spdx.org/licenses/OFL-1.1.html","true"
"OFL-1.1-no-RFN","SIL Open Font License 1.1 with no Reserved Font Name","https://spdx.org/licenses/OFL-1.1-no-RFN.html","true"
"OFL-1.1-RFN","SIL Open Font License 1.1 with Reserved Font Name","https://spdx.org/licenses/OFL-1.1-RFN.html","true"
"OGC-1.0","OGC Software License, Version 1.0","https://spdx.org/licenses/OGC-1.0.html","true"
"OGDL-Taiwan-1.0","Taiwan Open Government Data License, version 1.0","https://spdx.org/licenses/OGDL-Taiwan-1.0.html","true"
"OGL-Canada-2.0","Open Government Licence - Canada","https://spdx.org/licenses/OGL-Canada-2.0.html","true"
"OGL-UK-1.0","Open Government Licence v1.0","https://spdx.org/licenses/OGL-UK-1.0.html","true"
"OGL-UK-2.0","Open Government Licence v2.0","https://spdx.org/licenses/OGL-UK-2.0.html","true"
"OGL-UK-3.0","Open Government Licence v3.0","https://spdx.org/licenses/OGL-UK-3.0.html","true"
"OGTSL","Open Group Test Suite License","https://spdx.org/licenses/OGTSL.html","true"
"OLDAP-1.1","Open LDAP Public License v1.1","https://spdx.org/licenses/OLDAP-1.1.html","true"
"OLDAP-1.2","Open LDAP Public License v1.2","https://spdx.org/licenses/OLDAP-1.2.html","true"
"OLDAP-1.3","Open LDAP Public License v1.3","https://spdx.org/licenses/OLDAP-1.3.html","true"
"OLDAP-1.4","Open LDAP Public License v1.4","https://spdx.org/licenses/OLDAP-1.4.html","true"
"OLDAP-2.0","Open LDAP Public License v2.0 (or possibly 2.0A and 2.0B)","https://spdx.org/licenses/OLDAP-2.0.html","true"
"OLDAP-2.0.1","Open LDAP Public License v2.0.1","https://spdx.org/licenses/OLDAP-2.0.1.html","true"
"OLDAP-2.1","Open LDAP Public License v2.1","https://spdx.org/licenses/OLDAP-2.1.html","true"
"OLDAP-2.2","Open LDAP Public License v2.2","https://spdx.org/licenses/OLDAP-2.2.html","true"
"OLDAP-2.2.1","Open LDAP Public License v2.2.1","https://spdx.org/licenses/OLDAP-2.2.1.html","true"
"OLDAP-2.2.2","Open LDAP Public License 2.2.2","https://spdx.org/licenses/OLDAP-2.2.2.html","true"
"OLDAP-2.3","Open LDAP Public License v2.3","https://spdx.org/licenses/OLDAP-2.3.html","true"
"OLDAP-2.4","Open LDAP Public License v2.4","https://spdx.org/licenses/OLDAP-2.4.html","true"
"OLDAP-2.5","Open LDAP Public License v2.5","https://spdx.org/licenses/OLDAP-2.5.html","true"
"OLDAP-2.6","Open LDAP Public License v2.6","https://spdx.org/licenses/OLDAP-2.6.html","true"
"OLDAP-2.7","Open LDAP Public License v2.7","https://spdx.org/licenses/OLDAP-2.7.html","true"
"OLDAP-2.8","Open LDAP Public License v2.8","https://spdx.org/licenses/OLDAP-2.8.html","true"
"OLFL-1.3","Open Logistics Foundation License Version 1.3","https://spdx.org/licenses/OLFL-1.3.html","true"
"OML","Open Market License","https://spdx.org/licenses/OML.html","true"
"OpenPBS-2.3","OpenPBS v2.3 Software License","https://spdx.org/licenses/OpenPBS-2.3.html","true"
"OpenSSL","OpenSSL License","https://spdx.org/licenses/OpenSSL.html","true"
"OPL-1.0","Open Public License v1.0","https://spdx.org/licenses/OPL-1.0.html","true"
"OPL-UK-3.0","United    Kingdom Open Parliament Licence v3.0","https://spdx.org/licenses/OPL-UK-3.0.html","true"
"OPUBL-1.0","Open Publication License v1.0","https://spdx.org/licenses/OPUBL-1.0.html","true"
"OSET-PL-2.1","OSET Public License version 2.1","https://spdx.org/licenses/OSET-PL-2.1.html","true"
"OSL-1.0","Open Software License 1.0","https://spdx.org/licenses/OSL-1.0.html","true"
"OSL-1.1","Open Software License 1.1","https://spdx.org/licenses/OSL-1.1.html","true"
"OSL-2.0","Open Software License 2.0","https://spdx.org/licenses/OSL-2.0.html","true"
"OSL-2.1","Open Software License 2.1","https://spdx.org/licenses/OSL-2.1.html","true"
"OSL-3.0","Open Software License 3.0","https://spdx.org/licenses/OSL-3.0.html","true"
"Parity-6.0.0","The Parity Public License 6.0.0","https://spdx.org/licenses/Parity-6.0.0.html","true"
"Parity-7.0.0","The Parity Public License 7.0.0","https://spdx.org/licenses/Parity-7.0.0.html","true"
"PDDL-1.0","Open Data Commons Public Domain Dedication & License 1.0","https://spdx.org/licenses/PDDL-1.0.html","true"
"PHP-3.0","PHP License v3.0","https://spdx.org/licenses/PHP-3.0.html","true"
"PHP-3.01","PHP License v3.01","https://spdx.org/licenses/PHP-3.01.html","true"
"Plexus","Plexus Classworlds License","https://spdx.org/licenses/Plexus.html","true"
"PolyForm-Noncommercial-1.0.0","PolyForm Noncommercial License 1.0.0","https://spdx.org/licenses/PolyForm-Noncommercial-1.0.0.html","true"
"PolyForm-Small-Business-1.0.0","PolyForm Small Business License 1.0.0","https://spdx.org/licenses/PolyForm-Small-Business-1.0.0.html","true"
"PostgreSQL","PostgreSQL License","https://spdx.org/licenses/PostgreSQL.html","true"
"PSF-2.0","Python Software Foundation License 2.0","https://spdx.org/licenses/PSF-2.0.html","true"
"psfrag","psfrag License","https://spdx.org/licenses/psfrag.html","true"
"psutils","psutils License","https://spdx.org/licenses/psutils.html","true"
"Python-2.0","Python License 2.0","https://spdx.org/licenses/Python-2.0.html","true"
"Python-2.0.1","Python License 2.0.1","https://spdx.org/licenses/Python-2.0.1.html","true"
"Qhull","Qhull License","https://spdx.org/licenses/Qhull.html","true"
"QPL-1.0","Q Public License 1.0","https://spdx.org/licenses/QPL-1.0.html","true"
"QPL-1.0-INRIA-2004","Q Public License 1.0 - INRIA 2004 variant","https://spdx.org/licenses/QPL-1.0-INRIA-2004.html","true"
"Rdisc","Rdisc License","https://spdx.org/licenses/Rdisc.html","true"
"RHeCos-1.1","Red Hat eCos Public License v1.1","https://spdx.org/licenses/RHeCos-1.1.html","true"
"RPL-1.1","Reciprocal Public License 1.1","https://spdx.org/licenses/RPL-1.1.html","true"
"RPL-1.5","Reciprocal Public License 1.5","https://spdx.org/licenses/RPL-1.5.html","true"
"RPSL-1.0","RealNetworks Public Source License v1.0","https://spdx.org/licenses/RPSL-1.0.html","true"
"RSA-MD","RSA Message-Digest License","https://spdx.org/licenses/RSA-MD.html","true"
"RSCPL","Ricoh Source Code Public License","https://spdx.org/licenses/RSCPL.html","true"
"Ruby","Ruby License","https://spdx.org/licenses/Ruby.html","true"
"SANE-exception","SANE Exception","https://spdx.org/licenses/SANE-exception.html","true"
"SAX-PD","Sax Public Domain Notice","https://spdx.org/licenses/SAX-PD.html","true"
"Saxpath","Saxpath License","https://spdx.org/licenses/Saxpath.html","true"
"SCEA","SCEA Shared Source License","https://spdx.org/licenses/SCEA.html","true"
"SchemeReport","Scheme Language Report License","https://spdx.org/licenses/SchemeReport.html","true"
"Sendmail","Sendmail License","https://spdx.org/licenses/Sendmail.html","true"
"Sendmail-8.23","Sendmail License 8.23","https://spdx.org/licenses/Sendmail-8.23.html","true"
"SGI-B-1.0","SGI Free Software License B v1.0","https://spdx.org/licenses/SGI-B-1.0.html","true"
"SGI-B-1.1","SGI Free Software License B v1.1","https://spdx.org/licenses/SGI-B-1.1.html","true"
"SGI-B-2.0","SGI Free Software License B v2.0","https://spdx.org/licenses/SGI-B-2.0.html","true"
"SGP4","SGP4 Permission Notice","https://spdx.org/licenses/SGP4.html","true"
"SHL-0.5","Solderpad Hardware License v0.5","https://spdx.org/licenses/SHL-0.5.html","true"
"SHL-0.51","Solderpad Hardware License, Version 0.51","https://spdx.org/licenses/SHL-0.51.html","true"
"SimPL-2.0","Simple Public License 2.0","https://spdx.org/licenses/SimPL-2.0.html","true"
"SISSL","Sun Industry Standards Source License v1.1","https://spdx.org/licenses/SISSL.html","true"
"SISSL-1.2","Sun Industry Standards Source License v1.2","https://spdx.org/licenses/SISSL-1.2.html","true"
"SL","SL License","https://spdx.org/licenses/SL.html","true"
"Sleepycat","Sleepycat License","https://spdx.org/licenses/Sleepycat.html","true"
"SMLNJ","Standard ML of New Jersey License","https://spdx.org/licenses/SMLNJ.html","true"
"SMPPL","Secure Messaging Protocol Public License","https://spdx.org/licenses/SMPPL.html","true"
"SNIA","SNIA Public License 1.1","https://spdx.org/licenses/SNIA.html","true"
"snprintf","snprintf License","https://spdx.org/licenses/snprintf.html","true"
"Soundex","Soundex License","https://spdx.org/licenses/Soundex.html","true"
"Spencer-86","Spencer License 86","https://spdx.org/licenses/Spencer-86.html","true"
"Spencer-94","Spencer License 94","https://spdx.org/licenses/Spencer-94.html","true"
"Spencer-99","Spencer License 99","https://spdx.org/licenses/Spencer-99.html","true"
"SPL-1.0","Sun Public License v1.0","https://spdx.org/licenses/SPL-1.0.html","true"
"SSH-OpenSSH","SSH OpenSSH license","https://spdx.org/licenses/SSH-OpenSSH.html","true"
"SSH-short","SSH short notice","https://spdx.org/licenses/SSH-short.html","true"
"SSPL-1.0","Server Side Public License, v 1","https://spdx.org/licenses/SSPL-1.0.html","true"
"StandardML-NJ","Standard ML of New Jersey License","https://spdx.org/licenses/StandardML-NJ.html","false"
"stunnel-exception","stunnel Exception","https://spdx.org/licenses/stunnel-exception.html","true"
"SugarCRM-1.1.3","SugarCRM Public License v1.1.3","https://spdx.org/licenses/SugarCRM-1.1.3.html","true"
"SunPro","SunPro License","https://spdx.org/licenses/SunPro.html","true"
"SWL","Scheme Widget Library (SWL) Software License Agreement","https://spdx.org/licenses/SWL.html","true"
"Symlinks","Symlinks License","https://spdx.org/licenses/Symlinks.html","true"
"TAPR-OHL-1.0","TAPR Open Hardware License v1.0","https://spdx.org/licenses/TAPR-OHL-1.0.html","true"
"TCL","TCL/TK License","https://spdx.org/licenses/TCL.html","true"
"TCP-wrappers","TCP Wrappers License","https://spdx.org/licenses/TCP-wrappers.html","true"
"TermReadKey","TermReadKey License","https://spdx.org/licenses/TermReadKey.html","true"
"Texinfo-exception","Texinfo exception","https://spdx.org/licenses/Texinfo-exception.html","true"
"TMate","TMate Open Source License","https://spdx.org/licenses/TMate.html","true"
"TORQUE-1.1","TORQUE v2.5+ Software License v1.1","https://spdx.org/licenses/TORQUE-1.1.html","true"
"TOSL","Trusster Open Source License","https://spdx.org/licenses/TOSL.html","true"
"TPDL","Time::ParseDate License","https://spdx.org/licenses/TPDL.html","true"
"TPL-1.0","THOR Public License 1.0","https://spdx.org/licenses/TPL-1.0.html","true"
"TTWL","Text-Tabs+Wrap License","https://spdx.org/licenses/TTWL.html","true"
"TTYP0","TTYP0 License","https://spdx.org/licenses/TTYP0.html","true"
"TU-Berlin-1.0","Technische Universitaet Berlin License 1.0","https://spdx.org/licenses/TU-Berlin-1.0.html","true"
"TU-Berlin-2.0","Technische Universitaet Berlin License 2.0","https://spdx.org/licenses/TU-Berlin-2.0.html","true"
"UCAR","UCAR License","https://spdx.org/licenses/UCAR.html","true"
"UCL-1.0","Upstream Compatibility License v1.0","https://spdx.org/licenses/UCL-1.0.html","true"
"Unicode-DFS-2015","Unicode License Agreement - Data Files and Software (2015)","https://spdx.org/licenses/Unicode-DFS-2015.html","true"
"Unicode-DFS-2016","Unicode License Agreement - Data Files and Software (2016)","https://spdx.org/licenses/Unicode-DFS-2016.html","true"
"Unicode-TOU","Unicode Terms of Use","https://spdx.org/licenses/Unicode-TOU.html","true"
"UnixCrypt","UnixCrypt License","https://spdx.org/licenses/UnixCrypt.html","true"
"Unlicense","The Unlicense","https://spdx.org/licenses/Unlicense.html","true"
"UPL-1.0","Universal Permissive License v1.0","https://spdx.org/licenses/UPL-1.0.html","true"
"URT-RLE","Utah Raster Toolkit Run Length Encoded License","https://spdx.org/licenses/URT-RLE.html","true"
"Vim","Vim License","https://spdx.org/licenses/Vim.html","true"
"VOSTROM","VOSTROM Public License for Open Source","https://spdx.org/licenses/VOSTROM.html","true"
"VSL-1.0","Vovida Software License v1.0","https://spdx.org/licenses/VSL-1.0.html","true"
"W3C","W3C Software Notice and License (2002-12-31)","https://spdx.org/licenses/W3C.html","true"
